Rk,Name,Age,T,W,L,W-L%,ERA,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Rel▼,Name-additional,H/ip,R/ip,ER/ip,HR/ip,BB/ip,IBB/ip,HBP/ip,SO/ip,WP/ip
451,Corbin Martin,27,R,2,3,0.4,4.59,1,51.0,51,29,26,7,21,0,48,2,0,2,224,1.412,9.0,1.2,3.7,8.5,2.29,28%,martico02,1.0,0.5686274509803921,0.5098039215686274,0.13725490196078433,0.4117647058823529,0.0,0.0392156862745098,0.9411764705882353,0.0392156862745098
452,Shane Baz,24,R,5,4,0.556,3.84,2,75.0,66,35,32,10,24,1,77,3,0,3,315,1.2,7.9,1.2,2.9,9.2,3.21,27%,bazsh01,0.88,0.4666666666666667,0.4266666666666667,0.13333333333333333,0.32,0.013333333333333334,0.04,1.0266666666666666,0.04
453,Justin Bruihl,26,L,2,2,0.5,3.6,1,40.0,35,18,16,5,13,1,34,2,0,2,168,1.2,7.9,1.1,2.9,7.7,2.62,27%,bruihju01,0.875,0.45,0.4,0.125,0.325,0.025,0.05,0.85,0.05
454,Garrett Cleavinger,29,L,2,3,0.4,3.92,1,39.0,35,19,17,5,14,1,41,2,0,1,165,1.256,8.1,1.2,3.2,9.5,2.93,27%,cleavga01,0.8974358974358975,0.48717948717948717,0.4358974358974359,0.1282051282051282,0.358974358974359,0.02564102564102564,0.05128205128205128,1.0512820512820513,0.02564102564102564
455,Tommy Hunter,36,R,2,2,0.5,3.55,1,38.0,35,17,15,5,13,0,35,2,0,2,159,1.263,8.3,1.2,3.1,8.3,2.69,27%,hunteto02,0.9210526315789473,0.4473684210526316,0.39473684210526316,0.13157894736842105,0.34210526315789475,0.0,0.05263157894736842,0.9210526315789473,0.05263157894736842
456,Dany Jiménez,29,R,3,3,0.5,3.86,5,42.0,36,20,18,4,17,2,40,1,0,2,178,1.262,7.7,0.9,3.6,8.6,2.35,27%,jimenda01,0.8571428571428571,0.47619047619047616,0.42857142857142855,0.09523809523809523,0.40476190476190477,0.047619047619047616,0.023809523809523808,0.9523809523809523,0.047619047619047616
457,Reiss Knehr,26,R,2,2,0.5,4.11,1,46.0,41,22,21,5,18,1,41,4,0,2,198,1.283,8.0,1.0,3.5,8.0,2.28,27%,knehrre01,0.8913043478260869,0.4782608695652174,0.45652173913043476,0.10869565217391304,0.391304347826087,0.021739130434782608,0.08695652173913043,0.8913043478260869,0.043478260869565216
458,Chris Sale,34,L,4,4,0.5,3.76,2,67.0,64,32,28,8,22,1,66,4,0,2,285,1.284,8.6,1.1,3.0,8.9,3.0,27%,salech01,0.9552238805970149,0.47761194029850745,0.417910447761194,0.11940298507462686,0.3283582089552239,0.014925373134328358,0.05970149253731343,0.9850746268656716,0.029850746268656716
459,Cole Sands,25,R,2,3,0.4,4.32,2,50.0,48,26,24,6,18,0,48,4,0,2,217,1.32,8.6,1.1,3.2,8.6,2.67,27%,sandsco01,0.96,0.52,0.48,0.12,0.36,0.0,0.08,0.96,0.04
460,Collin Snider,27,R,3,2,0.6,4.5,1,42.0,41,23,21,5,15,0,37,2,0,1,180,1.333,8.8,1.1,3.2,7.9,2.47,27%,snideco01,0.9761904761904762,0.5476190476190477,0.5,0.11904761904761904,0.35714285714285715,0.0,0.047619047619047616,0.8809523809523809,0.023809523809523808
461,Peter Strzelecki,28,R,2,2,0.5,3.56,1,43.0,38,19,17,4,16,1,42,2,0,1,180,1.256,8.0,0.8,3.3,8.8,2.63,27%,strzepe01,0.8837209302325582,0.4418604651162791,0.3953488372093023,0.09302325581395349,0.37209302325581395,0.023255813953488372,0.046511627906976744,0.9767441860465116,0.023255813953488372
462,Josh Taylor,30,L,1,1,0.5,3.9,1,30.0,28,14,13,3,11,1,30,2,0,1,127,1.3,8.4,0.9,3.3,9.0,2.73,27%,taylojo02,0.9333333333333333,0.4666666666666667,0.43333333333333335,0.1,0.36666666666666664,0.03333333333333333,0.06666666666666667,1.0,0.03333333333333333
463,Ken Waldichuk,25,L,4,4,0.5,4.09,2,77.0,69,37,35,9,25,1,75,5,0,3,327,1.221,8.1,1.1,2.9,8.8,3.0,27%,waldike01,0.8961038961038961,0.4805194805194805,0.45454545454545453,0.11688311688311688,0.3246753246753247,0.012987012987012988,0.06493506493506493,0.974025974025974,0.03896103896103896
464,Huascar Brazoban,33,R,2,2,0.5,3.73,1,41.0,37,19,17,5,17,1,41,2,0,3,175,1.317,8.1,1.1,3.7,9.0,2.41,26%,brazohu01,0.9024390243902439,0.4634146341463415,0.4146341463414634,0.12195121951219512,0.4146341463414634,0.024390243902439025,0.04878048780487805,1.0,0.07317073170731707
465,Jake Cousins,28,R,2,2,0.5,3.6,1,35.0,29,15,14,4,14,1,38,2,0,2,147,1.229,7.5,1.0,3.6,9.8,2.71,26%,cousija01,0.8285714285714286,0.42857142857142855,0.4,0.11428571428571428,0.4,0.02857142857142857,0.05714285714285714,1.0857142857142856,0.05714285714285714
466,Max Kranick,25,R,3,3,0.5,4.19,1,58.0,55,29,27,6,22,1,54,3,0,3,248,1.328,8.5,0.9,3.4,8.4,2.45,26%,kranima01,0.9482758620689655,0.5,0.46551724137931033,0.10344827586206896,0.3793103448275862,0.017241379310344827,0.05172413793103448,0.9310344827586207,0.05172413793103448
467,Justin Wilson,35,L,2,2,0.5,4.2,1,30.0,28,15,14,4,11,0,29,1,0,1,128,1.3,8.4,1.2,3.3,8.7,2.64,26%,wilsoju10,0.9333333333333333,0.5,0.4666666666666667,0.13333333333333333,0.36666666666666664,0.0,0.03333333333333333,0.9666666666666667,0.03333333333333333
468,Tejay Antone,29,R,2,2,0.5,3.48,1,31.0,25,13,12,3,11,0,31,2,0,1,127,1.161,7.3,0.9,3.2,9.0,2.82,25%,antonte01,0.8064516129032258,0.41935483870967744,0.3870967741935484,0.0967741935483871,0.3548387096774194,0.0,0.06451612903225806,1.0,0.03225806451612903
469,Victor González,27,L,2,1,0.667,3.6,1,30.0,26,13,12,3,11,1,28,2,0,1,125,1.233,7.8,0.9,3.3,8.4,2.55,25%,gonzavi02,0.8666666666666667,0.43333333333333335,0.4,0.1,0.36666666666666664,0.03333333333333333,0.06666666666666667,0.9333333333333333,0.03333333333333333
470,Michael Grove,26,R,4,3,0.571,3.99,2,70.0,66,37,31,9,24,1,64,2,0,3,300,1.286,8.5,1.2,3.1,8.2,2.67,25%,grovemi01,0.9428571428571428,0.5285714285714286,0.44285714285714284,0.12857142857142856,0.34285714285714286,0.014285714285714285,0.02857142857142857,0.9142857142857143,0.04285714285714286
471,Kaleb Ort,31,R,2,2,0.5,4.38,1,39.0,39,22,19,5,15,1,37,2,0,1,171,1.385,9.0,1.2,3.5,8.5,2.47,25%,ortka01,1.0,0.5641025641025641,0.48717948717948717,0.1282051282051282,0.38461538461538464,0.02564102564102564,0.05128205128205128,0.9487179487179487,0.02564102564102564
472,Zack Thompson,25,L,2,2,0.5,3.27,1,44.0,36,18,16,5,15,0,40,2,0,1,182,1.159,7.4,1.0,3.1,8.2,2.67,25%,thompza02,0.8181818181818182,0.4090909090909091,0.36363636363636365,0.11363636363636363,0.3409090909090909,0.0,0.045454545454545456,0.9090909090909091,0.022727272727272728
473,Edwin Uceta,25,R,2,2,0.5,4.38,1,37.0,33,20,18,4,14,0,36,2,0,1,157,1.27,8.0,1.0,3.4,8.8,2.57,25%,ucetaed01,0.8918918918918919,0.5405405405405406,0.4864864864864865,0.10810810810810811,0.3783783783783784,0.0,0.05405405405405406,0.972972972972973,0.02702702702702703
474,Joey Wentz,25,L,4,4,0.5,3.67,2,76.0,65,34,31,8,27,1,71,3,0,3,321,1.211,7.7,0.9,3.2,8.4,2.63,25%,wentzjo01,0.8552631578947368,0.4473684210526316,0.40789473684210525,0.10526315789473684,0.35526315789473684,0.013157894736842105,0.039473684210526314,0.9342105263157895,0.039473684210526314
475,Hayden Wesneski,25,R,4,4,0.5,3.32,2,65.0,55,27,24,7,20,1,63,4,0,2,270,1.154,7.6,1.0,2.8,8.7,3.15,25%,wesneha01,0.8461538461538461,0.4153846153846154,0.36923076923076925,0.1076923076923077,0.3076923076923077,0.015384615384615385,0.06153846153846154,0.9692307692307692,0.03076923076923077
476,Scott Alexander,33,L,2,2,0.5,3.46,2,39.0,35,17,15,4,12,1,33,2,0,1,164,1.205,8.1,0.9,2.8,7.6,2.75,24%,alexasc02,0.8974358974358975,0.4358974358974359,0.38461538461538464,0.10256410256410256,0.3076923076923077,0.02564102564102564,0.05128205128205128,0.8461538461538461,0.02564102564102564
477,Chase Silseth,23,R,4,5,0.444,4.38,2,74.0,70,38,36,10,26,1,71,3,0,3,319,1.297,8.5,1.2,3.2,8.6,2.73,24%,silsech01,0.9459459459459459,0.5135135135135135,0.4864864864864865,0.13513513513513514,0.35135135135135137,0.013513513513513514,0.04054054054054054,0.9594594594594594,0.04054054054054054
478,Javy Guerra,27,R,2,2,0.5,4.24,1,34.0,33,18,16,4,13,1,30,2,0,2,148,1.353,8.7,1.1,3.4,7.9,2.31,23%,guerrja02,0.9705882352941176,0.5294117647058824,0.47058823529411764,0.11764705882352941,0.38235294117647056,0.029411764705882353,0.058823529411764705,0.8823529411764706,0.058823529411764705
479,Colin Holderman,27,R,3,2,0.6,3.92,1,39.0,34,19,17,4,15,1,36,3,0,1,165,1.256,7.8,0.9,3.5,8.3,2.4,23%,holdeco01,0.8717948717948718,0.48717948717948717,0.4358974358974359,0.10256410256410256,0.38461538461538464,0.02564102564102564,0.07692307692307693,0.9230769230769231,0.02564102564102564
480,Erich Uelmen,27,R,2,2,0.5,3.92,1,39.0,35,19,17,4,14,1,35,3,0,1,165,1.256,8.1,0.9,3.2,8.1,2.5,23%,uelmeer01,0.8974358974358975,0.48717948717948717,0.4358974358974359,0.10256410256410256,0.358974358974359,0.02564102564102564,0.07692307692307693,0.8974358974358975,0.02564102564102564
481,Yerry De Los Santos,25,R,2,3,0.4,4.03,2,38.0,34,19,17,4,13,1,37,2,0,1,161,1.237,8.1,0.9,3.1,8.8,2.85,22%,delosye01,0.8947368421052632,0.5,0.4473684210526316,0.10526315789473684,0.34210526315789475,0.02631578947368421,0.05263157894736842,0.9736842105263158,0.02631578947368421
482,Sean Hjelle,26,R,2,2,0.5,4.26,1,38.0,37,20,18,4,12,0,37,2,0,1,161,1.289,8.8,0.9,2.8,8.8,3.08,22%,hjellse01,0.9736842105263158,0.5263157894736842,0.47368421052631576,0.10526315789473684,0.3157894736842105,0.0,0.05263157894736842,0.9736842105263158,0.02631578947368421
483,Trevor Kelley,30,R,2,2,0.5,4.38,1,37.0,36,20,18,6,13,0,35,2,0,1,158,1.324,8.8,1.5,3.2,8.5,2.69,22%,kelletr01,0.972972972972973,0.5405405405405406,0.4864864864864865,0.16216216216216217,0.35135135135135137,0.0,0.05405405405405406,0.9459459459459459,0.02702702702702703
484,Joey Lucchesi,30,L,3,4,0.429,4.17,1,54.0,51,27,25,6,18,0,52,3,0,2,228,1.278,8.5,1.0,3.0,8.7,2.89,22%,lucchjo01,0.9444444444444444,0.5,0.46296296296296297,0.1111111111111111,0.3333333333333333,0.0,0.05555555555555555,0.9629629629629629,0.037037037037037035
485,JoJo Romero,26,L,2,1,0.667,4.24,1,34.0,31,17,16,5,13,0,33,2,0,1,145,1.294,8.2,1.3,3.4,8.7,2.54,22%,romerjo01,0.9117647058823529,0.5,0.47058823529411764,0.14705882352941177,0.38235294117647056,0.0,0.058823529411764705,0.9705882352941176,0.029411764705882353
486,Nick Vespi,27,L,3,2,0.6,4.03,1,38.0,36,18,17,5,13,1,37,2,0,1,161,1.289,8.5,1.2,3.1,8.8,2.85,22%,vespini01,0.9473684210526315,0.47368421052631576,0.4473684210526316,0.13157894736842105,0.34210526315789475,0.02631578947368421,0.05263157894736842,0.9736842105263158,0.02631578947368421
487,Luis Gil,25,R,3,3,0.5,3.88,2,65.0,56,30,28,7,25,1,67,3,0,3,277,1.246,7.8,1.0,3.5,9.3,2.68,21%,gillu01,0.8615384615384616,0.46153846153846156,0.4307692307692308,0.1076923076923077,0.38461538461538464,0.015384615384615385,0.046153846153846156,1.0307692307692307,0.046153846153846156
488,Connor Seabold,27,R,3,6,0.333,5.01,2,70.0,74,42,39,10,25,1,66,4,0,4,306,1.414,9.5,1.3,3.2,8.5,2.64,21%,seaboco01,1.0571428571428572,0.6,0.5571428571428572,0.14285714285714285,0.35714285714285715,0.014285714285714285,0.05714285714285714,0.9428571428571428,0.05714285714285714
489,Gabe Speier,28,L,2,2,0.5,3.65,1,37.0,34,16,15,4,12,0,33,2,0,1,155,1.243,8.3,1.0,2.9,8.0,2.75,21%,speiega01,0.918918918918919,0.43243243243243246,0.40540540540540543,0.10810810810810811,0.32432432432432434,0.0,0.05405405405405406,0.8918918918918919,0.02702702702702703
490,Louie Varland,25,R,4,4,0.5,3.82,2,73.0,67,33,31,9,23,1,68,3,0,3,306,1.233,8.3,1.1,2.8,8.4,2.96,21%,varlalo01,0.9178082191780822,0.4520547945205479,0.4246575342465753,0.1232876712328767,0.3150684931506849,0.0136986301369863,0.0410958904109589,0.9315068493150684,0.0410958904109589
491,Drew VerHagen,32,R,3,2,0.6,4.5,1,36.0,36,20,18,5,14,1,33,2,0,1,156,1.389,9.0,1.3,3.5,8.3,2.36,21%,verhadr01,1.0,0.5555555555555556,0.5,0.1388888888888889,0.3888888888888889,0.027777777777777776,0.05555555555555555,0.9166666666666666,0.027777777777777776
492,A.J. Alexy,25,R,3,3,0.5,4.3,1,44.0,38,23,21,5,19,0,41,2,0,2,187,1.295,7.8,1.0,3.9,8.4,2.16,20%,alexyaj01,0.8636363636363636,0.5227272727272727,0.4772727272727273,0.11363636363636363,0.4318181818181818,0.0,0.045454545454545456,0.9318181818181818,0.045454545454545456
493,Jeff Brigham,31,R,2,2,0.5,3.89,1,37.0,34,17,16,4,13,0,36,1,0,1,156,1.27,8.3,1.0,3.2,8.8,2.77,20%,brighje01,0.918918918918919,0.4594594594594595,0.43243243243243246,0.10810810810810811,0.35135135135135137,0.0,0.02702702702702703,0.972972972972973,0.02702702702702703
494,Yennier Cano,29,R,2,2,0.5,5.03,1,34.0,34,21,19,4,15,0,33,2,0,2,150,1.441,9.0,1.1,4.0,8.7,2.2,20%,canoye01,1.0,0.6176470588235294,0.5588235294117647,0.11764705882352941,0.4411764705882353,0.0,0.058823529411764705,0.9705882352941176,0.058823529411764705
495,Calvin Faucher,27,R,2,3,0.4,4.0,1,36.0,35,19,16,5,13,0,34,2,0,2,154,1.333,8.8,1.3,3.3,8.5,2.62,20%,fauchca01,0.9722222222222222,0.5277777777777778,0.4444444444444444,0.1388888888888889,0.3611111111111111,0.0,0.05555555555555555,0.9444444444444444,0.05555555555555555
496,Luis Frías,25,R,2,2,0.5,4.76,1,34.0,32,19,18,3,15,0,32,2,0,2,149,1.382,8.5,0.8,4.0,8.5,2.13,20%,friaslu01,0.9411764705882353,0.5588235294117647,0.5294117647058824,0.08823529411764706,0.4411764705882353,0.0,0.058823529411764705,0.9411764705882353,0.058823529411764705
497,Drey Jameson,25,R,5,3,0.625,3.38,2,72.0,64,29,27,8,23,1,70,3,0,3,302,1.208,8.0,1.0,2.9,8.8,3.04,20%,jamesdr01,0.8888888888888888,0.4027777777777778,0.375,0.1111111111111111,0.3194444444444444,0.013888888888888888,0.041666666666666664,0.9722222222222222,0.041666666666666664
498,Cody Morris,26,R,3,4,0.429,3.48,2,62.0,56,27,24,7,23,1,59,2,0,2,261,1.274,8.1,1.0,3.3,8.6,2.57,20%,morrico01,0.9032258064516129,0.43548387096774194,0.3870967741935484,0.11290322580645161,0.3709677419354839,0.016129032258064516,0.03225806451612903,0.9516129032258065,0.03225806451612903
499,Stephen Nogosek,28,R,2,2,0.5,3.75,1,36.0,33,17,15,5,12,0,35,2,0,1,154,1.25,8.3,1.3,3.0,8.8,2.92,20%,nogosst01,0.9166666666666666,0.4722222222222222,0.4166666666666667,0.1388888888888889,0.3333333333333333,0.0,0.05555555555555555,0.9722222222222222,0.027777777777777776
500,Thomas Hatch,28,R,2,2,0.5,4.62,1,39.0,38,22,20,5,15,0,36,2,0,2,168,1.359,8.8,1.2,3.5,8.3,2.4,19%,hatchto01,0.9743589743589743,0.5641025641025641,0.5128205128205128,0.1282051282051282,0.38461538461538464,0.0,0.05128205128205128,0.9230769230769231,0.05128205128205128
501,Drew Pomeranz,34,L,1,1,0.5,3.54,1,28.0,24,12,11,3,10,0,27,1,0,1,115,1.214,7.7,1.0,3.2,8.7,2.7,19%,pomerdr01,0.8571428571428571,0.42857142857142855,0.39285714285714285,0.10714285714285714,0.35714285714285715,0.0,0.03571428571428571,0.9642857142857143,0.03571428571428571
502,Bennett Sousa,28,L,3,2,0.6,4.63,1,35.0,34,20,18,4,13,1,31,2,0,2,152,1.343,8.7,1.0,3.3,8.0,2.38,19%,sousabe01,0.9714285714285714,0.5714285714285714,0.5142857142857142,0.11428571428571428,0.37142857142857144,0.02857142857142857,0.05714285714285714,0.8857142857142857,0.05714285714285714
503,Stephen Strasburg,34,R,3,5,0.375,4.57,2,65.0,62,35,33,9,25,1,60,4,0,3,276,1.338,8.6,1.2,3.5,8.3,2.4,19%,strasst01,0.9538461538461539,0.5384615384615384,0.5076923076923077,0.13846153846153847,0.38461538461538464,0.015384615384615385,0.06153846153846154,0.9230769230769231,0.046153846153846156
504,Justin Garza,29,R,2,1,0.667,3.86,1,28.0,26,14,12,4,11,0,27,1,0,1,119,1.321,8.4,1.3,3.5,8.7,2.45,18%,garzaju01,0.9285714285714286,0.5,0.42857142857142855,0.14285714285714285,0.39285714285714285,0.0,0.03571428571428571,0.9642857142857143,0.03571428571428571
505,Nick Mears,26,R,2,1,0.667,3.86,1,28.0,26,14,12,4,11,0,27,1,0,1,121,1.321,8.4,1.3,3.5,8.7,2.45,18%,mearsni01,0.9285714285714286,0.5,0.42857142857142855,0.14285714285714285,0.39285714285714285,0.0,0.03571428571428571,0.9642857142857143,0.03571428571428571
506,Elvis Peguero,26,R,2,2,0.5,4.5,1,34.0,34,19,17,4,12,0,31,2,0,2,146,1.353,9.0,1.1,3.2,8.2,2.58,18%,pegueel01,1.0,0.5588235294117647,0.5,0.11764705882352941,0.35294117647058826,0.0,0.058823529411764705,0.9117647058823529,0.058823529411764705
507,Chris Rodriguez,24,R,2,2,0.5,3.82,1,33.0,29,15,14,3,12,0,32,2,0,1,140,1.242,7.9,0.8,3.3,8.7,2.67,18%,rodrich01,0.8787878787878788,0.45454545454545453,0.42424242424242425,0.09090909090909091,0.36363636363636365,0.0,0.06060606060606061,0.9696969696969697,0.030303030303030304
508,Tayler Saucedo,30,L,1,1,0.5,4.34,1,29.0,27,15,14,4,10,0,26,1,0,1,123,1.276,8.4,1.2,3.1,8.1,2.6,18%,sauceta01,0.9310344827586207,0.5172413793103449,0.4827586206896552,0.13793103448275862,0.3448275862068966,0.0,0.034482758620689655,0.896551724137931,0.034482758620689655
509,Chad Smith,28,R,2,2,0.5,4.5,1,34.0,31,18,17,4,14,0,34,2,0,2,146,1.324,8.2,1.1,3.7,9.0,2.43,18%,smithch12,0.9117647058823529,0.5294117647058824,0.5,0.11764705882352941,0.4117647058823529,0.0,0.058823529411764705,1.0,0.058823529411764705
510,Hunter Brown,24,R,3,2,0.6,3.4,1,45.0,39,18,17,4,15,0,45,2,0,1,189,1.2,7.8,0.8,3.0,9.0,3.0,17%,brownhu01,0.8666666666666667,0.4,0.37777777777777777,0.08888888888888889,0.3333333333333333,0.0,0.044444444444444446,1.0,0.022222222222222223
511,Janson Junk,27,R,3,4,0.429,4.05,2,60.0,57,30,27,8,19,1,57,2,0,2,254,1.267,8.6,1.2,2.9,8.6,3.0,17%,junkja01,0.95,0.5,0.45,0.13333333333333333,0.31666666666666665,0.016666666666666666,0.03333333333333333,0.95,0.03333333333333333
512,Andrew Nardi,24,L,2,2,0.5,4.5,1,32.0,32,18,16,5,13,0,34,1,0,1,143,1.406,9.0,1.4,3.7,9.6,2.62,17%,nardian01,1.0,0.5625,0.5,0.15625,0.40625,0.0,0.03125,1.0625,0.03125
513,Enoli Paredes,27,R,2,2,0.5,4.0,1,27.0,25,14,12,3,12,0,27,2,0,1,119,1.37,8.3,1.0,4.0,9.0,2.25,17%,pareden01,0.9259259259259259,0.5185185185185185,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.0,0.07407407407407407,1.0,0.037037037037037035
514,Thomas Szapucki,27,L,2,2,0.5,4.5,1,36.0,35,19,18,6,13,0,36,1,0,1,154,1.333,8.8,1.5,3.3,9.0,2.77,17%,szaputh01,0.9722222222222222,0.5277777777777778,0.5,0.16666666666666666,0.3611111111111111,0.0,0.027777777777777776,1.0,0.027777777777777776
515,Deivi García,24,R,4,4,0.5,3.98,2,61.0,55,30,27,7,20,1,59,3,0,2,258,1.23,8.1,1.0,3.0,8.7,2.95,16%,garcide01,0.9016393442622951,0.4918032786885246,0.4426229508196721,0.11475409836065574,0.32786885245901637,0.01639344262295082,0.04918032786885246,0.9672131147540983,0.03278688524590164
516,Logan Gillaspie,26,R,2,2,0.5,3.71,1,34.0,32,16,14,4,10,0,30,2,0,1,142,1.235,8.5,1.1,2.6,7.9,3.0,16%,gillalo01,0.9411764705882353,0.47058823529411764,0.4117647058823529,0.11764705882352941,0.29411764705882354,0.0,0.058823529411764705,0.8823529411764706,0.029411764705882353
517,Andre Jackson,27,R,1,2,0.333,3.48,1,31.0,28,14,12,3,11,0,29,1,0,1,131,1.258,8.1,0.9,3.2,8.4,2.64,16%,jacksan01,0.9032258064516129,0.45161290322580644,0.3870967741935484,0.0967741935483871,0.3548387096774194,0.0,0.03225806451612903,0.9354838709677419,0.03225806451612903
518,Jimmy Nelson,34,R,2,2,0.5,3.72,1,29.0,25,13,12,3,11,0,30,2,0,2,122,1.241,7.8,0.9,3.4,9.3,2.73,16%,nelsoji02,0.8620689655172413,0.4482758620689655,0.41379310344827586,0.10344827586206896,0.3793103448275862,0.0,0.06896551724137931,1.0344827586206897,0.06896551724137931
519,Nate Pearson,26,R,2,2,0.5,3.97,1,34.0,30,17,15,4,13,1,33,1,0,2,145,1.265,7.9,1.1,3.4,8.7,2.54,16%,pearsna01,0.8823529411764706,0.5,0.4411764705882353,0.11764705882352941,0.38235294117647056,0.029411764705882353,0.029411764705882353,0.9705882352941176,0.058823529411764705
520,José Marte,27,R,2,2,0.5,4.35,1,31.0,28,16,15,4,15,0,31,1,0,1,134,1.387,8.1,1.2,4.4,9.0,2.07,15%,martejo01,0.9032258064516129,0.5161290322580645,0.4838709677419355,0.12903225806451613,0.4838709677419355,0.0,0.03225806451612903,1.0,0.03225806451612903
521,Shelby Miller,32,R,1,2,0.333,4.5,1,30.0,28,16,15,4,12,1,29,1,0,1,127,1.333,8.4,1.2,3.6,8.7,2.42,15%,millesh01,0.9333333333333333,0.5333333333333333,0.5,0.13333333333333333,0.4,0.03333333333333333,0.03333333333333333,0.9666666666666667,0.03333333333333333
522,Ryne Nelson,25,R,4,4,0.5,3.39,2,69.0,57,29,26,8,23,1,66,3,0,2,287,1.159,7.4,1.0,3.0,8.6,2.87,15%,nelsory01,0.8260869565217391,0.42028985507246375,0.37681159420289856,0.11594202898550725,0.3333333333333333,0.014492753623188406,0.043478260869565216,0.9565217391304348,0.028985507246376812
523,Luis Ortiz,24,R,3,4,0.429,3.84,2,68.0,57,32,29,7,25,1,67,3,0,2,288,1.206,7.5,0.9,3.3,8.9,2.68,15%,ortizlu03,0.8382352941176471,0.47058823529411764,0.4264705882352941,0.10294117647058823,0.36764705882352944,0.014705882352941176,0.04411764705882353,0.9852941176470589,0.029411764705882353
524,Fernando Cruz,33,R,2,2,0.5,3.65,1,37.0,33,17,15,4,14,0,37,2,0,2,158,1.27,8.0,1.0,3.4,9.0,2.64,14%,cruzfe01,0.8918918918918919,0.4594594594594595,0.40540540540540543,0.10810810810810811,0.3783783783783784,0.0,0.05405405405405406,1.0,0.05405405405405406
525,DL Hall,24,L,2,2,0.5,4.11,1,35.0,33,17,16,4,12,0,36,1,0,2,150,1.286,8.5,1.0,3.1,9.3,3.0,14%,halldl01,0.9428571428571428,0.4857142857142857,0.45714285714285713,0.11428571428571428,0.34285714285714286,0.0,0.02857142857142857,1.0285714285714285,0.05714285714285714
526,Tyson Miller,27,R,3,3,0.5,4.5,1,48.0,46,27,24,6,18,0,44,3,0,2,207,1.333,8.6,1.1,3.4,8.3,2.44,14%,millety01,0.9583333333333334,0.5625,0.5,0.125,0.375,0.0,0.0625,0.9166666666666666,0.041666666666666664
527,Zack Kelly,28,R,2,2,0.5,3.94,1,32.0,30,15,14,4,11,0,30,1,0,1,135,1.281,8.4,1.1,3.1,8.4,2.73,13%,kellyza01,0.9375,0.46875,0.4375,0.125,0.34375,0.0,0.03125,0.9375,0.03125
528,Richard Lovelady,27,L,2,1,0.667,4.0,1,27.0,24,13,12,3,9,0,26,1,0,1,114,1.222,8.0,1.0,3.0,8.7,2.89,13%,lovelri01,0.8888888888888888,0.48148148148148145,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.037037037037037035,0.9629629629629629,0.037037037037037035
529,Justin Topa,32,R,1,2,0.333,4.66,1,29.0,29,16,15,3,10,1,26,1,0,1,125,1.345,9.0,0.9,3.1,8.1,2.6,13%,topaju01,1.0,0.5517241379310345,0.5172413793103449,0.10344827586206896,0.3448275862068966,0.034482758620689655,0.034482758620689655,0.896551724137931,0.034482758620689655
530,Angel Zerpa,23,L,4,3,0.571,3.47,2,57.0,49,25,22,7,18,1,51,2,0,2,237,1.175,7.7,1.1,2.8,8.1,2.83,13%,zerpaan01,0.8596491228070176,0.43859649122807015,0.38596491228070173,0.12280701754385964,0.3157894736842105,0.017543859649122806,0.03508771929824561,0.8947368421052632,0.03508771929824561
531,Seth Elledge,27,R,1,1,0.5,3.81,1,26.0,24,12,11,3,10,0,25,1,0,1,111,1.308,8.3,1.0,3.5,8.7,2.5,12%,elledse01,0.9230769230769231,0.46153846153846156,0.4230769230769231,0.11538461538461539,0.38461538461538464,0.0,0.038461538461538464,0.9615384615384616,0.038461538461538464
532,Caleb Kilian,26,R,3,4,0.429,4.5,2,66.0,60,37,33,7,27,1,62,3,0,4,283,1.318,8.2,1.0,3.7,8.5,2.3,12%,kiliaca01,0.9090909090909091,0.5606060606060606,0.5,0.10606060606060606,0.4090909090909091,0.015151515151515152,0.045454545454545456,0.9393939393939394,0.06060606060606061
533,Sixto Sánchez,24,R,4,3,0.571,3.75,2,60.0,54,27,25,7,20,1,57,3,0,2,252,1.233,8.1,1.1,3.0,8.6,2.85,12%,sanchsi01,0.9,0.45,0.4166666666666667,0.11666666666666667,0.3333333333333333,0.016666666666666666,0.05,0.95,0.03333333333333333
534,Zack Weiss,31,R,2,2,0.5,3.94,1,32.0,28,15,14,4,12,1,31,2,0,2,134,1.25,7.9,1.1,3.4,8.7,2.58,12%,weissza01,0.875,0.46875,0.4375,0.125,0.375,0.03125,0.0625,0.96875,0.0625
535,Yonny Chirinos,29,R,3,3,0.5,3.63,1,52.0,49,23,21,6,17,1,48,3,0,2,220,1.269,8.5,1.0,2.9,8.3,2.82,11%,chiriyo01,0.9423076923076923,0.4423076923076923,0.40384615384615385,0.11538461538461539,0.3269230769230769,0.019230769230769232,0.057692307692307696,0.9230769230769231,0.038461538461538464
536,Xzavion Curry,24,R,3,4,0.429,4.02,2,65.0,61,32,29,7,23,1,59,3,0,2,278,1.292,8.4,1.0,3.2,8.2,2.57,11%,curryxz01,0.9384615384615385,0.49230769230769234,0.4461538461538462,0.1076923076923077,0.35384615384615387,0.015384615384615385,0.046153846153846156,0.9076923076923077,0.03076923076923077
