Rk,Name,Age,T,W,L,W-L%,ERA,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Rel▼,Name-additional,H/ip,R/ip,ER/ip,HR/ip,BB/ip,IBB/ip,HBP/ip,SO/ip,WP/ip
110,José Suarez,25,L,8,8,0.5,3.85,1,117.0,106,54,50,14,38,2,111,5,0,3,496,1.231,8.2,1.1,2.9,8.5,2.92,65%,suarejo01,0.905982905982906,0.46153846153846156,0.42735042735042733,0.11965811965811966,0.3247863247863248,0.017094017094017096,0.042735042735042736,0.9487179487179487,0.02564102564102564
111,Zach Thompson,29,R,5,9,0.357,4.31,1,117.0,117,63,56,15,43,1,98,4,0,5,507,1.368,9.0,1.2,3.3,7.5,2.28,65%,thompza01,1.0,0.5384615384615384,0.47863247863247865,0.1282051282051282,0.36752136752136755,0.008547008547008548,0.03418803418803419,0.8376068376068376,0.042735042735042736
112,Bryse Wilson,25,R,5,8,0.385,4.73,2,120.0,124,69,63,18,36,2,93,6,0,3,517,1.333,9.3,1.4,2.7,7.0,2.58,65%,wilsobr02,1.0333333333333334,0.575,0.525,0.15,0.3,0.016666666666666666,0.05,0.775,0.025
113,Wil Crowe,28,R,5,7,0.417,4.55,2,83.0,80,46,42,12,37,1,77,4,0,3,362,1.41,8.7,1.3,4.0,8.3,2.08,64%,crowewi01,0.963855421686747,0.5542168674698795,0.5060240963855421,0.14457831325301204,0.4457831325301205,0.012048192771084338,0.04819277108433735,0.927710843373494,0.03614457831325301
114,Tony Gonsolin,29,R,11,4,0.733,2.86,1,129.0,95,44,41,13,43,1,124,4,0,6,519,1.07,6.6,0.9,3.0,8.7,2.88,64%,gonsoto01,0.7364341085271318,0.34108527131782945,0.3178294573643411,0.10077519379844961,0.3333333333333333,0.007751937984496124,0.031007751937984496,0.9612403100775194,0.046511627906976744
115,Dean Kremer,27,R,7,8,0.467,4.04,1,127.0,123,60,57,16,41,0,105,5,0,6,534,1.291,8.7,1.1,2.9,7.4,2.56,64%,kremede01,0.968503937007874,0.47244094488188976,0.44881889763779526,0.12598425196850394,0.3228346456692913,0.0,0.03937007874015748,0.8267716535433071,0.047244094488188976
116,Jorge López,30,R,4,7,0.364,4.28,9,80.0,77,42,38,9,32,2,75,6,1,5,346,1.363,8.7,1.0,3.6,8.4,2.34,64%,lopezjo02,0.9625,0.525,0.475,0.1125,0.4,0.025,0.075,0.9375,0.0625
117,Lance McCullers Jr.,29,R,7,4,0.636,3.33,1,100.0,82,39,37,9,42,0,104,5,0,3,419,1.24,7.4,0.8,3.8,9.4,2.48,64%,mcculla02,0.82,0.39,0.37,0.09,0.42,0.0,0.05,1.04,0.03
118,David Peterson,27,L,7,6,0.538,4.02,1,112.0,99,55,50,13,46,1,118,7,0,5,476,1.295,8.0,1.0,3.7,9.5,2.57,64%,peterda01,0.8839285714285714,0.49107142857142855,0.44642857142857145,0.11607142857142858,0.4107142857142857,0.008928571428571428,0.0625,1.0535714285714286,0.044642857142857144
119,Jeffrey Springs,30,L,7,5,0.583,3.19,2,110.0,97,44,39,13,31,1,117,2,1,3,455,1.164,7.9,1.1,2.5,9.6,3.77,64%,sprinje01,0.8818181818181818,0.4,0.35454545454545455,0.11818181818181818,0.2818181818181818,0.00909090909090909,0.01818181818181818,1.0636363636363637,0.02727272727272727
120,Trevor Williams,31,R,4,5,0.444,3.88,1,95.0,96,46,41,13,30,1,89,4,0,2,407,1.326,9.1,1.2,2.8,8.4,2.97,64%,willitr01,1.0105263157894737,0.4842105263157895,0.43157894736842106,0.1368421052631579,0.3157894736842105,0.010526315789473684,0.042105263157894736,0.9368421052631579,0.021052631578947368
121,Zach Eflin,29,R,5,6,0.455,4.01,2,101.0,99,49,45,12,24,1,94,5,0,2,423,1.218,8.8,1.1,2.1,8.4,3.92,63%,eflinza01,0.9801980198019802,0.48514851485148514,0.44554455445544555,0.1188118811881188,0.2376237623762376,0.009900990099009901,0.04950495049504951,0.9306930693069307,0.019801980198019802
122,Dakota Hudson,28,R,8,7,0.533,4.05,2,129.0,122,62,58,11,50,1,92,7,0,4,544,1.333,8.5,0.8,3.5,6.4,1.84,63%,hudsoda02,0.9457364341085271,0.4806201550387597,0.4496124031007752,0.08527131782945736,0.3875968992248062,0.007751937984496124,0.05426356589147287,0.7131782945736435,0.031007751937984496
123,Michael Kopech,27,R,6,7,0.462,3.6,1,110.0,86,48,44,13,44,1,112,3,1,3,456,1.182,7.0,1.1,3.6,9.2,2.55,63%,kopecmi01,0.7818181818181819,0.43636363636363634,0.4,0.11818181818181818,0.4,0.00909090909090909,0.02727272727272727,1.018181818181818,0.02727272727272727
124,Steven Matz,32,L,7,5,0.583,4.31,1,94.0,95,48,45,13,28,0,92,4,0,3,400,1.309,9.1,1.2,2.7,8.8,3.29,63%,matzst01,1.0106382978723405,0.5106382978723404,0.4787234042553192,0.13829787234042554,0.2978723404255319,0.0,0.0425531914893617,0.9787234042553191,0.031914893617021274
125,Joe Ryan,27,R,10,7,0.588,3.64,2,136.0,110,58,55,17,43,1,138,8,0,3,562,1.125,7.3,1.1,2.8,9.1,3.21,63%,ryanjo04,0.8088235294117647,0.4264705882352941,0.40441176470588236,0.125,0.3161764705882353,0.007352941176470588,0.058823529411764705,1.0147058823529411,0.022058823529411766
126,Hyun Jin Ryu,36,L,6,5,0.545,4.25,1,91.0,91,45,43,12,24,0,77,2,0,2,378,1.264,9.0,1.2,2.4,7.6,3.21,63%,ryuhy01,1.0,0.4945054945054945,0.4725274725274725,0.13186813186813187,0.26373626373626374,0.0,0.02197802197802198,0.8461538461538461,0.02197802197802198
127,Justin Steele,27,L,6,7,0.462,3.58,1,118.0,108,55,47,12,47,1,120,5,1,3,507,1.314,8.2,0.9,3.6,9.2,2.55,63%,steelju01,0.9152542372881356,0.4661016949152542,0.3983050847457627,0.1016949152542373,0.3983050847457627,0.00847457627118644,0.0423728813559322,1.0169491525423728,0.025423728813559324
128,Justin Verlander,40,R,12,5,0.706,2.55,2,148.0,114,50,42,13,35,1,145,6,0,4,583,1.007,6.9,0.8,2.1,8.8,4.14,63%,verlaju01,0.7702702702702703,0.33783783783783783,0.28378378378378377,0.08783783783783784,0.23648648648648649,0.006756756756756757,0.04054054054054054,0.9797297297297297,0.02702702702702703
129,Austin Voth,31,R,5,4,0.556,4.45,1,91.0,93,48,45,13,32,2,84,3,0,3,393,1.374,9.2,1.3,3.2,8.3,2.63,63%,vothau01,1.021978021978022,0.5274725274725275,0.4945054945054945,0.14285714285714285,0.3516483516483517,0.02197802197802198,0.03296703296703297,0.9230769230769231,0.03296703296703297
130,Keegan Akin,28,L,3,5,0.375,4.34,2,83.0,79,44,40,11,27,1,78,2,0,3,353,1.277,8.6,1.2,2.9,8.5,2.89,62%,akinke01,0.9518072289156626,0.5301204819277109,0.4819277108433735,0.13253012048192772,0.3253012048192771,0.012048192771084338,0.024096385542168676,0.9397590361445783,0.03614457831325301
131,Wade Miley,36,L,6,5,0.545,3.68,1,93.0,91,43,38,10,32,0,76,4,0,2,394,1.323,8.8,1.0,3.1,7.4,2.38,62%,mileywa01,0.978494623655914,0.46236559139784944,0.40860215053763443,0.10752688172043011,0.34408602150537637,0.0,0.043010752688172046,0.8172043010752689,0.021505376344086023
132,Glenn Otto,27,R,7,9,0.438,4.57,2,130.0,119,70,66,17,52,1,115,10,0,5,562,1.315,8.2,1.2,3.6,8.0,2.21,62%,ottogl01,0.9153846153846154,0.5384615384615384,0.5076923076923077,0.13076923076923078,0.4,0.007692307692307693,0.07692307692307693,0.8846153846153846,0.038461538461538464
133,Keegan Thompson,28,R,7,5,0.583,3.67,2,103.0,92,47,42,13,40,1,98,6,0,5,437,1.282,8.0,1.1,3.5,8.6,2.45,62%,thompke02,0.8932038834951457,0.4563106796116505,0.4077669902912621,0.1262135922330097,0.3883495145631068,0.009708737864077669,0.05825242718446602,0.9514563106796117,0.04854368932038835
134,Vince Velasquez,31,R,4,5,0.444,4.85,1,91.0,85,52,49,14,36,1,89,4,0,2,391,1.33,8.4,1.4,3.6,8.8,2.47,62%,velasvi01,0.9340659340659341,0.5714285714285714,0.5384615384615384,0.15384615384615385,0.3956043956043956,0.01098901098901099,0.04395604395604396,0.978021978021978,0.02197802197802198
135,Jakob Junis,30,R,5,7,0.417,4.37,1,107.0,110,55,52,14,30,1,97,4,0,3,456,1.308,9.3,1.2,2.5,8.2,3.23,61%,junisja01,1.02803738317757,0.514018691588785,0.48598130841121495,0.1308411214953271,0.2803738317757009,0.009345794392523364,0.037383177570093455,0.9065420560747663,0.028037383177570093
136,Spenser Watkins,30,R,5,7,0.417,4.86,1,111.0,120,64,60,15,35,0,82,5,1,4,482,1.396,9.7,1.2,2.8,6.6,2.34,61%,watkisp01,1.0810810810810811,0.5765765765765766,0.5405405405405406,0.13513513513513514,0.3153153153153153,0.0,0.04504504504504504,0.7387387387387387,0.036036036036036036
137,Paul Blackburn,29,R,7,7,0.5,4.35,2,120.0,120,60,58,16,36,2,101,6,0,3,508,1.3,9.0,1.2,2.7,7.6,2.81,60%,blackpa01,1.0,0.5,0.48333333333333334,0.13333333333333333,0.3,0.016666666666666666,0.05,0.8416666666666667,0.025
138,Anthony DeSclafani,33,R,5,5,0.5,3.87,1,86.0,83,42,37,11,25,1,77,3,0,3,360,1.256,8.7,1.2,2.6,8.1,3.08,60%,desclan01,0.9651162790697675,0.4883720930232558,0.43023255813953487,0.12790697674418605,0.29069767441860467,0.011627906976744186,0.03488372093023256,0.8953488372093024,0.03488372093023256
139,Reid Detmers,23,L,7,7,0.5,3.9,2,127.0,111,58,55,14,44,1,123,7,0,3,536,1.22,7.9,1.0,3.1,8.7,2.8,60%,detmere01,0.8740157480314961,0.4566929133858268,0.4330708661417323,0.11023622047244094,0.3464566929133858,0.007874015748031496,0.05511811023622047,0.968503937007874,0.023622047244094488
140,Domingo Germán,30,R,4,6,0.4,3.97,1,102.0,93,48,45,14,30,0,92,4,1,2,425,1.206,8.2,1.2,2.6,8.1,3.07,59%,germado01,0.9117647058823529,0.47058823529411764,0.4411764705882353,0.13725490196078433,0.29411764705882354,0.0,0.0392156862745098,0.9019607843137255,0.0196078431372549
141,Tyler Rogers,32,R,4,3,0.571,3.42,4,71.0,67,30,27,5,20,0,55,4,0,1,297,1.225,8.5,0.6,2.5,7.0,2.75,59%,rogerty01,0.9436619718309859,0.4225352112676056,0.38028169014084506,0.07042253521126761,0.28169014084507044,0.0,0.056338028169014086,0.7746478873239436,0.014084507042253521
142,Noah Syndergaard,30,R,8,9,0.471,3.93,2,126.0,125,59,55,14,35,1,101,5,0,2,531,1.27,8.9,1.0,2.5,7.2,2.89,59%,syndeno01,0.9920634920634921,0.46825396825396826,0.4365079365079365,0.1111111111111111,0.2777777777777778,0.007936507936507936,0.03968253968253968,0.8015873015873016,0.015873015873015872
143,Tyler Wells,28,R,6,6,0.5,4.04,2,98.0,84,46,44,13,28,0,86,3,0,2,403,1.143,7.7,1.2,2.6,7.9,3.07,59%,wellsty01,0.8571428571428571,0.46938775510204084,0.4489795918367347,0.1326530612244898,0.2857142857142857,0.0,0.030612244897959183,0.8775510204081632,0.02040816326530612
144,Mitch White,28,R,3,6,0.333,4.5,1,98.0,96,54,49,10,34,1,86,3,0,4,421,1.327,8.8,0.9,3.1,7.9,2.53,59%,whitemi03,0.9795918367346939,0.5510204081632653,0.5,0.10204081632653061,0.3469387755102041,0.01020408163265306,0.030612244897959183,0.8775510204081632,0.04081632653061224
145,Aaron Ashby,25,L,4,7,0.364,4.11,2,103.0,94,54,47,13,39,0,114,5,1,5,445,1.291,8.2,1.1,3.4,10.0,2.92,58%,ashbyaa01,0.912621359223301,0.5242718446601942,0.4563106796116505,0.1262135922330097,0.3786407766990291,0.0,0.04854368932038835,1.1067961165048543,0.04854368932038835
146,Jacob deGrom,35,R,7,5,0.583,2.85,1,101.0,72,35,32,11,23,0,132,2,0,2,394,0.941,6.4,1.0,2.0,11.8,5.74,58%,degroja01,0.7128712871287128,0.3465346534653465,0.31683168316831684,0.10891089108910891,0.22772277227722773,0.0,0.019801980198019802,1.306930693069307,0.019801980198019802
147,George Kirby,25,R,8,6,0.571,3.53,2,125.0,120,54,49,13,29,1,126,5,0,4,524,1.192,8.6,0.9,2.1,9.1,4.34,58%,kirbyge01,0.96,0.432,0.392,0.104,0.232,0.008,0.04,1.008,0.032
148,Michael Lorenzen,31,R,6,5,0.545,4.21,2,92.0,81,46,43,10,38,1,82,4,0,4,391,1.293,7.9,1.0,3.7,8.0,2.16,58%,lorenmi01,0.8804347826086957,0.5,0.4673913043478261,0.10869565217391304,0.41304347826086957,0.010869565217391304,0.043478260869565216,0.8913043478260869,0.043478260869565216
149,Chris Stratton,32,R,6,3,0.667,4.02,3,65.0,64,32,29,6,25,1,64,2,0,3,278,1.369,8.9,0.8,3.5,8.9,2.56,58%,stratch01,0.9846153846153847,0.49230769230769234,0.4461538461538462,0.09230769230769231,0.38461538461538464,0.015384615384615385,0.03076923076923077,0.9846153846153847,0.046153846153846156
150,Scott Barlow,30,R,5,4,0.556,2.96,13,70.0,58,26,23,7,23,1,73,3,0,4,285,1.157,7.5,0.9,3.0,9.4,3.17,57%,barlosc01,0.8285714285714286,0.37142857142857144,0.32857142857142857,0.1,0.32857142857142857,0.014285714285714285,0.04285714285714286,1.042857142857143,0.05714285714285714
151,Jaime Barria,26,R,4,4,0.5,3.46,1,78.0,71,34,30,10,23,0,62,3,0,2,325,1.205,8.2,1.2,2.7,7.2,2.7,57%,barrija01,0.9102564102564102,0.4358974358974359,0.38461538461538464,0.1282051282051282,0.2948717948717949,0.0,0.038461538461538464,0.7948717948717948,0.02564102564102564
152,Luis Cessa,31,R,4,4,0.5,3.79,1,76.0,70,36,32,10,25,1,63,2,0,3,316,1.25,8.3,1.2,3.0,7.5,2.52,57%,cessalu01,0.9210526315789473,0.47368421052631576,0.42105263157894735,0.13157894736842105,0.32894736842105265,0.013157894736842105,0.02631578947368421,0.8289473684210527,0.039473684210526314
153,Mike Clevinger,32,R,7,7,0.5,4.11,2,116.0,105,55,53,17,38,1,99,8,0,4,488,1.233,8.1,1.3,2.9,7.7,2.61,57%,clevimi01,0.9051724137931034,0.47413793103448276,0.45689655172413796,0.14655172413793102,0.3275862068965517,0.008620689655172414,0.06896551724137931,0.853448275862069,0.034482758620689655
154,Nabil Crismatt,28,R,4,2,0.667,3.49,1,67.0,63,31,26,7,22,1,63,4,1,2,284,1.269,8.5,0.9,3.0,8.5,2.86,57%,crismna01,0.9402985074626866,0.4626865671641791,0.3880597014925373,0.1044776119402985,0.3283582089552239,0.014925373134328358,0.05970149253731343,0.9402985074626866,0.029850746268656716
155,Hunter Greene,23,R,6,10,0.375,4.02,2,123.0,103,59,55,19,43,1,145,8,0,4,519,1.187,7.5,1.4,3.1,10.6,3.37,57%,greenhu01,0.8373983739837398,0.4796747967479675,0.44715447154471544,0.15447154471544716,0.34959349593495936,0.008130081300813009,0.06504065040650407,1.1788617886178863,0.032520325203252036
156,Carlos Hernández,26,R,3,4,0.429,4.62,1,74.0,72,41,38,8,31,1,63,3,0,4,321,1.392,8.8,1.0,3.8,7.7,2.03,57%,hernaca04,0.972972972972973,0.5540540540540541,0.5135135135135135,0.10810810810810811,0.4189189189189189,0.013513513513513514,0.04054054054054054,0.8513513513513513,0.05405405405405406
157,Griffin Jax,28,R,5,4,0.556,4.26,1,74.0,66,38,35,11,24,2,70,4,0,3,309,1.216,8.0,1.3,2.9,8.5,2.92,57%,jaxgr01,0.8918918918918919,0.5135135135135135,0.47297297297297297,0.14864864864864866,0.32432432432432434,0.02702702702702703,0.05405405405405406,0.9459459459459459,0.04054054054054054
158,Matt Manning,25,R,5,6,0.455,4.14,1,100.0,94,50,46,11,33,0,84,3,0,3,429,1.27,8.5,1.0,3.0,7.6,2.55,57%,mannima02,0.94,0.5,0.46,0.11,0.33,0.0,0.03,0.84,0.03
159,Matt Moore,34,L,4,3,0.571,3.82,3,73.0,64,34,31,8,33,2,71,2,0,5,312,1.329,7.9,1.0,4.1,8.8,2.15,57%,moorema02,0.8767123287671232,0.4657534246575342,0.4246575342465753,0.1095890410958904,0.4520547945205479,0.0273972602739726,0.0273972602739726,0.9726027397260274,0.0684931506849315
160,Adrian Sampson,31,R,5,6,0.455,3.39,1,109.0,103,47,41,13,32,1,88,5,1,2,453,1.239,8.5,1.1,2.6,7.3,2.75,57%,sampsad01,0.944954128440367,0.43119266055045874,0.3761467889908257,0.11926605504587157,0.29357798165137616,0.009174311926605505,0.045871559633027525,0.8073394495412844,0.01834862385321101
161,Spencer Strider,24,R,9,5,0.643,3.11,2,113.0,84,42,39,9,38,1,147,4,0,5,462,1.08,6.7,0.7,3.0,11.7,3.87,57%,stridsp01,0.7433628318584071,0.37168141592920356,0.34513274336283184,0.07964601769911504,0.336283185840708,0.008849557522123894,0.035398230088495575,1.3008849557522124,0.04424778761061947
162,Brent Suter,33,L,6,4,0.6,3.68,1,66.0,62,32,27,8,22,1,59,3,0,1,278,1.273,8.5,1.1,3.0,8.0,2.68,57%,suterbr01,0.9393939393939394,0.48484848484848486,0.4090909090909091,0.12121212121212122,0.3333333333333333,0.015151515151515152,0.045454545454545456,0.8939393939393939,0.015151515151515152
163,Bruce Zimmermann,28,L,5,6,0.455,4.82,1,99.0,109,57,53,19,27,0,83,4,0,2,427,1.374,9.9,1.7,2.5,7.5,3.07,57%,zimmebr02,1.101010101010101,0.5757575757575758,0.5353535353535354,0.1919191919191919,0.2727272727272727,0.0,0.04040404040404041,0.8383838383838383,0.020202020202020204
164,Kyle Bradish,26,R,5,7,0.417,4.39,2,119.0,114,62,58,15,43,1,113,6,0,6,509,1.319,8.6,1.1,3.3,8.5,2.63,56%,bradiky01,0.957983193277311,0.5210084033613446,0.48739495798319327,0.12605042016806722,0.36134453781512604,0.008403361344537815,0.05042016806722689,0.9495798319327731,0.05042016806722689
165,Adam Cimber,32,R,5,4,0.556,3.18,3,68.0,62,28,24,6,18,1,56,5,0,2,280,1.176,8.2,0.8,2.4,7.4,3.11,56%,cimbead01,0.9117647058823529,0.4117647058823529,0.35294117647058826,0.08823529411764706,0.2647058823529412,0.014705882352941176,0.07352941176470588,0.8235294117647058,0.029411764705882353
166,Kyle Finnegan,31,R,5,5,0.5,3.74,7,65.0,58,31,27,8,25,2,64,2,0,3,274,1.277,8.0,1.1,3.5,8.9,2.56,56%,finneky01,0.8923076923076924,0.47692307692307695,0.4153846153846154,0.12307692307692308,0.38461538461538464,0.03076923076923077,0.03076923076923077,0.9846153846153847,0.046153846153846156
167,Josh Fleming,27,L,5,5,0.5,4.57,1,67.0,71,39,34,8,21,2,55,2,0,1,291,1.373,9.5,1.1,2.8,7.4,2.62,56%,flemijo01,1.0597014925373134,0.582089552238806,0.5074626865671642,0.11940298507462686,0.31343283582089554,0.029850746268656716,0.029850746268656716,0.8208955223880597,0.014925373134328358
168,Michael Fulmer,30,R,4,5,0.444,3.68,5,66.0,64,30,27,7,24,3,63,4,0,2,283,1.333,8.7,1.0,3.3,8.6,2.63,56%,fulmemi01,0.9696969696969697,0.45454545454545453,0.4090909090909091,0.10606060606060606,0.36363636363636365,0.045454545454545456,0.06060606060606061,0.9545454545454546,0.030303030303030304
169,Vladimir Gutierrez,27,R,5,6,0.455,4.76,1,87.0,87,48,46,13,36,1,75,5,1,3,381,1.414,9.0,1.3,3.7,7.8,2.08,56%,gutievl01,1.0,0.5517241379310345,0.5287356321839081,0.14942528735632185,0.41379310344827586,0.011494252873563218,0.05747126436781609,0.8620689655172413,0.034482758620689655
170,Jonathan Heasley,26,R,6,8,0.429,4.5,2,114.0,109,62,57,17,43,1,90,6,0,7,492,1.333,8.6,1.3,3.4,7.1,2.09,56%,heasljo01,0.956140350877193,0.543859649122807,0.5,0.14912280701754385,0.37719298245614036,0.008771929824561403,0.05263157894736842,0.7894736842105263,0.06140350877192982
171,Phil Maton,30,R,3,3,0.5,4.02,1,65.0,60,33,29,8,24,1,70,5,0,1,278,1.292,8.3,1.1,3.3,9.7,2.92,56%,matonph01,0.9230769230769231,0.5076923076923077,0.4461538461538462,0.12307692307692308,0.36923076923076925,0.015384615384615385,0.07692307692307693,1.0769230769230769,0.015384615384615385
172,Eli Morgan,27,R,5,4,0.556,4.08,1,75.0,64,37,34,11,20,0,73,3,0,1,307,1.12,7.7,1.3,2.4,8.8,3.65,56%,morgael01,0.8533333333333334,0.49333333333333335,0.4533333333333333,0.14666666666666667,0.26666666666666666,0.0,0.04,0.9733333333333334,0.013333333333333334
173,Héctor Neris,34,R,4,4,0.5,3.88,5,65.0,55,31,28,7,23,1,72,4,1,4,271,1.2,7.6,1.0,3.2,10.0,3.13,56%,nerishe01,0.8461538461538461,0.47692307692307695,0.4307692307692308,0.1076923076923077,0.35384615384615387,0.015384615384615385,0.06153846153846154,1.1076923076923078,0.06153846153846154
174,Dillon Tate,29,R,3,4,0.429,3.65,3,69.0,59,31,28,7,20,1,58,5,0,4,283,1.145,7.7,0.9,2.6,7.6,2.9,56%,tatedi01,0.855072463768116,0.4492753623188406,0.4057971014492754,0.10144927536231885,0.2898550724637681,0.014492753623188406,0.07246376811594203,0.8405797101449275,0.057971014492753624
175,Duane Underwood Jr.,28,R,2,4,0.333,4.13,1,61.0,60,33,28,6,23,1,59,4,0,3,267,1.361,8.9,0.9,3.4,8.7,2.57,56%,underdu01,0.9836065573770492,0.5409836065573771,0.45901639344262296,0.09836065573770492,0.3770491803278688,0.01639344262295082,0.06557377049180328,0.9672131147540983,0.04918032786885246
176,Garrett Whitlock,27,R,5,3,0.625,3.27,4,77.0,66,31,28,8,20,1,79,3,0,3,314,1.117,7.7,0.9,2.3,9.2,3.95,56%,whitlga01,0.8571428571428571,0.4025974025974026,0.36363636363636365,0.1038961038961039,0.2597402597402597,0.012987012987012988,0.03896103896103896,1.025974025974026,0.03896103896103896
177,Kolby Allard,25,L,3,5,0.375,4.94,1,62.0,59,36,34,12,19,1,56,2,0,2,264,1.258,8.6,1.7,2.8,8.1,2.95,55%,allarko01,0.9516129032258065,0.5806451612903226,0.5483870967741935,0.1935483870967742,0.3064516129032258,0.016129032258064516,0.03225806451612903,0.9032258064516129,0.03225806451612903
178,Daniel Bard,38,R,5,5,0.5,3.63,17,62.0,54,28,25,6,26,1,64,4,0,3,263,1.29,7.8,0.9,3.8,9.3,2.46,55%,bardda01,0.8709677419354839,0.45161290322580644,0.4032258064516129,0.0967741935483871,0.41935483870967744,0.016129032258064516,0.06451612903225806,1.032258064516129,0.04838709677419355
179,Anthony Bass,35,R,4,5,0.444,3.09,2,67.0,57,27,23,8,23,2,63,2,0,2,273,1.194,7.7,1.1,3.1,8.5,2.74,55%,bassan01,0.8507462686567164,0.40298507462686567,0.34328358208955223,0.11940298507462686,0.34328358208955223,0.029850746268656716,0.029850746268656716,0.9402985074626866,0.029850746268656716
180,Braxton Garrett,25,L,5,7,0.417,3.79,2,107.0,102,49,45,11,36,1,106,8,0,4,456,1.29,8.6,0.9,3.0,8.9,2.94,55%,garrebr01,0.9532710280373832,0.45794392523364486,0.4205607476635514,0.102803738317757,0.3364485981308411,0.009345794392523364,0.07476635514018691,0.9906542056074766,0.037383177570093455
181,Kenley Jansen,35,R,4,3,0.571,3.38,24,64.0,50,27,24,7,25,2,71,3,1,2,264,1.172,7.0,1.0,3.5,10.0,2.84,55%,janseke01,0.78125,0.421875,0.375,0.109375,0.390625,0.03125,0.046875,1.109375,0.03125
182,John Means,30,L,4,5,0.444,3.76,1,79.0,70,36,33,13,20,0,73,3,0,2,324,1.139,8.0,1.5,2.3,8.3,3.65,55%,meansjo01,0.8860759493670886,0.45569620253164556,0.4177215189873418,0.16455696202531644,0.25316455696202533,0.0,0.0379746835443038,0.9240506329113924,0.02531645569620253
183,Casey Mize,26,R,4,5,0.444,3.94,1,80.0,72,37,35,11,24,0,69,5,0,3,335,1.2,8.1,1.2,2.7,7.8,2.88,55%,mizeca01,0.9,0.4625,0.4375,0.1375,0.3,0.0,0.0625,0.8625,0.0375
184,Bailey Ober,27,R,4,5,0.444,3.8,1,97.0,89,44,41,13,25,0,94,3,1,2,403,1.175,8.3,1.2,2.3,8.7,3.76,55%,oberba01,0.9175257731958762,0.4536082474226804,0.422680412371134,0.13402061855670103,0.25773195876288657,0.0,0.030927835051546393,0.9690721649484536,0.020618556701030927
185,Chris Paddack,27,R,5,5,0.5,4.33,1,81.0,80,42,39,10,20,1,76,3,0,2,342,1.235,8.9,1.1,2.2,8.4,3.8,55%,paddach01,0.9876543209876543,0.5185185185185185,0.48148148148148145,0.12345679012345678,0.24691358024691357,0.012345679012345678,0.037037037037037035,0.9382716049382716,0.024691358024691357
186,Trevor Richards,30,R,4,3,0.571,4.29,1,65.0,57,34,31,9,26,1,71,2,0,4,276,1.277,7.9,1.2,3.6,9.8,2.73,55%,richatr01,0.8769230769230769,0.5230769230769231,0.47692307692307695,0.13846153846153847,0.4,0.015384615384615385,0.03076923076923077,1.0923076923076922,0.06153846153846154
187,Tanner Scott,28,L,4,4,0.5,4.06,8,62.0,55,32,28,6,33,1,72,4,0,4,273,1.419,8.0,0.9,4.8,10.5,2.18,55%,scottta01,0.8870967741935484,0.5161290322580645,0.45161290322580644,0.0967741935483871,0.532258064516129,0.016129032258064516,0.06451612903225806,1.1612903225806452,0.06451612903225806
188,Gregory Soto,28,L,3,6,0.333,3.63,15,62.0,51,30,25,5,29,1,63,4,0,4,264,1.29,7.4,0.7,4.2,9.1,2.17,55%,sotogr01,0.8225806451612904,0.4838709677419355,0.4032258064516129,0.08064516129032258,0.46774193548387094,0.016129032258064516,0.06451612903225806,1.0161290322580645,0.06451612903225806
189,Lou Trivino,31,R,3,5,0.375,3.97,9,59.0,57,29,26,6,24,1,60,3,0,3,256,1.373,8.7,0.9,3.7,9.2,2.5,55%,trivilo01,0.9661016949152542,0.4915254237288136,0.4406779661016949,0.1016949152542373,0.4067796610169492,0.01694915254237288,0.05084745762711865,1.0169491525423728,0.05084745762711865
190,Graham Ashcraft,25,R,6,6,0.5,4.3,2,113.0,113,58,54,12,34,1,92,7,0,7,487,1.301,9.0,1.0,2.7,7.3,2.71,54%,ashcrgr01,1.0,0.5132743362831859,0.4778761061946903,0.10619469026548672,0.3008849557522124,0.008849557522123894,0.061946902654867256,0.8141592920353983,0.061946902654867256
191,Brad Boxberger,35,R,4,3,0.571,3.52,2,64.0,54,27,25,7,24,1,65,3,0,2,266,1.219,7.6,1.0,3.4,9.1,2.71,54%,boxbebr01,0.84375,0.421875,0.390625,0.109375,0.375,0.015625,0.046875,1.015625,0.03125
192,Jake Diekman,36,L,4,3,0.571,4.2,3,60.0,53,32,28,8,31,1,69,5,0,5,261,1.4,8.0,1.2,4.7,10.4,2.23,54%,diekmja01,0.8833333333333333,0.5333333333333333,0.4666666666666667,0.13333333333333333,0.5166666666666667,0.016666666666666666,0.08333333333333333,1.15,0.08333333333333333
193,Giovanny Gallegos,31,R,4,5,0.444,3.43,9,63.0,49,26,24,6,19,1,68,3,0,3,254,1.079,7.0,0.9,2.7,9.7,3.58,54%,gallegi01,0.7777777777777778,0.4126984126984127,0.38095238095238093,0.09523809523809523,0.30158730158730157,0.015873015873015872,0.047619047619047616,1.0793650793650793,0.047619047619047616
194,Jarlín García,30,L,3,4,0.429,3.52,1,64.0,56,30,25,8,20,1,59,2,1,2,266,1.188,7.9,1.1,2.8,8.3,2.95,54%,garcija04,0.875,0.46875,0.390625,0.125,0.3125,0.015625,0.03125,0.921875,0.03125
